,Type,cluster_labels,Class,feat_000,feat_001,feat_002,feat_003,feat_004,feat_005,feat_006,feat_007,feat_008,feat_009
0,Training,1,1,-1.570480040316615,-1.9967040008654402,-0.3973388405229151,1.8466429117033323,-0.7933953285436216,-0.8297458432300239,-0.9638919967466199,0.8345014258370701,-0.8207251307343798,-1.2085409581963285
1,Training,3,0,-0.30944915451781585,1.0720868145115698,1.4599077414554984,1.203113313383134,-1.8360923241395635,0.9789156051376791,-0.6574112052055416,1.0796742423932462,-0.21147774033161984,0.9082528065471457
2,Training,0,0,1.4610545590911503,-0.6588735868742421,-0.5552681985854967,0.687564622750808,-1.3310286427188491,-0.08593699012487893,0.4814180826153469,-1.7908006354124506,-0.505561326938648,-0.31812403768765907
3,Training,4,0,1.3884335519389388,0.36771405787319705,0.3262583799516476,0.959786901108721,0.041161538773865795,0.11639040597601766,-1.5914424869528954,-0.3174891971800648,1.1204631765169835,0.2352664226796737
4,Training,3,0,-1.00174919524479,1.7876469927478782,-0.14378857659725378,1.811551507065681,-0.16552354112891565,-0.34214557373987026,0.9838795970846609,1.7379776145858201,-1.2360726407760674,1.395462085259106
5,Training,2,0,0.011528462817579101,-0.2949195166908442,-1.1066918665284782,-3.620336920696659,-1.1690549421853034,-0.27668793615624776,-1.0225967337309658,-0.45871043319840854,-1.2930297825803958,0.38948947866932293
6,Training,0,0,-1.7715774865221254,0.4852045911245871,-1.4288789056926654,-0.25518082161279143,0.35516751317635387,-0.20360621048279484,1.223735115072852,1.9329227847098254,0.8047122223753622,-0.3968542228214754
7,Training,3,0,1.226338578195269,0.9400102349953109,0.5596687349037264,1.7804932200650054,-0.9523194802555738,-1.119681769152246,0.7233833484037918,1.6678453113717837,-0.22213915840954443,1.295504722208955
8,Training,5,1,1.3274166754462948,0.2058914132156244,2.0216943543362103,0.24912006893371932,1.3387021304248665,-0.42854677145025066,1.2007880175673098,0.5655435999981123,0.7246866109426758,0.7201207080168783
9,Training,2,1,-0.3771511923031176,-0.7956525049462979,2.306815195430747,1.1538106791852534,-1.1238583538852258,-0.7294468101452064,-0.06564330722197814,0.5327754237988508,-0.20759170533334592,-0.9688428389298556
10,Training,6,0,-0.19660316512763099,1.0707826170397357,-1.0723515254476066,-0.826759662829566,-0.7010861826791737,1.0916735629795047,1.330093064603328,0.7091846706319187,0.2750384887730295,0.691288114358872
11,Training,0,0,-0.33950841367476137,-1.3459401876545039,-0.798301853907288,-1.652304937437195,2.1900857738355146,0.933230229599535,-0.358631715681806,0.9882102961832835,-2.7924674795651963,-1.1507406147936008
12,Training,2,0,-1.6858048161337107,-0.5424395554482718,1.8531132728975923,-0.4826067371881308,-1.1616382595441352,-0.5032122537947968,1.6692280595671674,-1.6735590556477342,1.0163320139839573,0.41698783120104194
13,Training,9,1,-0.7754597497386413,0.3511896976398478,0.4307887202538676,-1.5269718985128196,-0.42488000820090643,1.6407167017999231,0.7003566039864625,-0.5740467054704617,-0.050438766885932296,-1.161080550749848
14,Training,4,1,0.6511451086541772,-1.0777906011196066,0.14369769207638233,0.26554591414523343,-0.15416039393726255,-0.151591277030449,-0.9337849734875522,-0.6740824021117414,0.6587020036875519,0.44619436406846896
15,Training,3,0,-1.1832040054324513,1.3311902121488757,1.3751022668056956,0.9685704973842961,-2.1652016956862,1.0039033007067752,-0.5870799488625926,0.8095472124344444,1.1057959879715433,0.6626348651094788
16,Training,2,0,-0.31721553608503983,-0.0980427408403831,0.3369211787524057,1.9373906411026611,-1.2483482022793975,-0.10485298091188643,-0.8541391263181082,-0.5852436971438663,-0.24155296081420713,-0.6057689845691085
17,Training,7,0,0.30155908317677205,2.1089401869439097,-0.6041586138427392,0.2879137195916548,0.6541716610210265,-0.5831422840824345,-0.6159109606925739,-0.10938785346206899,-0.8982994280551063,0.15006009835370196
18,Training,8,1,-0.09160795511882394,1.4361708556088468,0.6412410624655063,0.36606335190657996,0.11717787036838162,-0.892656463540667,-1.3074471657584892,-1.0320547995339382,0.7184186753231215,0.2558215231553715
19,Training,5,0,1.6287737620103748,0.005954501781095111,1.5509336407133554,-1.1747329518858487,1.5323630822818577,2.4566309105292494,0.26634962316737704,0.1603002159640725,1.1879594822919413,1.4996157262652514
20,Training,7,0,-0.6897029468600344,-0.5466494204843015,-0.6174114810698963,-1.1166889248650085,0.7587113993980463,-0.5633738797041111,2.408900996723891,-1.1822145525046581,-0.33404692056437135,1.0533611488234995
21,Training,8,0,-0.15744335142460553,1.8793892315420988,-0.34950174844417103,-1.5795639850439305,0.8798192365871433,-1.7319193884681134,-0.8601231127694807,-0.7314954659818598,-1.1060260449646184,0.923752557568163
22,Training,2,0,0.1566094588052657,-0.3890686042015205,0.24516314254421637,-1.7362124626173898,-0.8693470457974593,-0.32174583482837427,0.22410201944432076,1.3889983312251195,-0.31066839710316596,-0.7604693648885641
23,Training,3,0,-0.2971781891322055,1.3602851507815912,-0.13859527019330947,1.1827987086649052,1.2382052268658479,1.3235008455785917,-0.4818337557732122,0.9569248604219596,0.43096819723459373,0.653807144405435
24,Training,2,0,1.3707480924900866,0.021490832138639535,-2.5225228194491147,0.5454654465454966,-1.3113344973526062,-0.001965310905918057,-0.3950044359108964,1.2613373298228348,-0.20957683261649676,1.5770197352791697
25,Training,7,0,-1.4005574897150521,-1.5845063239394326,-0.060392240548275786,-1.191275613607715,0.26905312867981124,-0.176950041235073,-0.08870634915361916,0.8578276968458018,-0.12971432009245057,0.48604064838148775
26,Training,0,0,-1.0624285390910595,1.961455184813835,-0.826535240902804,-1.4926467005935282,-0.023595474969653644,0.9033600347581748,-0.2661278221967722,-1.2550968445106592,-0.8409743858633849,-1.098506955118094
27,Training,2,0,0.40531516633416365,-0.37409091240774234,1.3896794852023033,0.4107794225239438,-1.1937316083888907,-0.35274767043989774,-0.20475466628180408,0.5757229468343589,-0.15371732471647,-1.3191406961685699
28,Training,6,1,1.7746591755815218,0.4334391700306794,-0.8116908418453609,-1.7137675676975141,0.4141939651676814,0.9107623362758398,0.9052916090524203,0.3832112397345811,-0.05808089290557546,0.24057189875268747
29,Training,3,0,-0.316257248455877,-0.6831038764324017,1.2293252831567063,1.0760362994153014,0.020807802987176986,0.6578707334057174,1.1483093069313153,1.1104017112497884,-0.07063812333591478,1.170825963619254
30,Training,4,0,1.1567364318900064,0.4277496501413467,2.444549179317108,0.6751135671667448,0.30108103866341346,-0.45437417157534654,-0.6512622742113936,-0.05703814430234005,1.0405552466091674,-0.5217807049166603
31,Training,2,0,-0.2466272569690205,-0.5305763084871363,0.9236256268194127,-0.4297060378519776,-1.7186234551782487,-0.5525565097901528,0.45231621556461826,-0.24908818593787227,-0.5174568248016707,-0.14510750843032022
32,Training,9,1,-0.9341634806303054,1.5059889429884648,0.4726044211593,-1.7512687642576348,0.41753676014954216,0.5898404001167524,-0.11294321855455927,1.1168561958471463,-0.12632177008452375,-0.8610510654363475
33,Training,0,0,0.9596447018306798,-0.28365154222077027,-1.0159036562426074,-0.22218899794066077,-0.6993659267234086,1.177811382462579,0.12525452059553094,0.8262281730778855,-0.6399276429463495,-0.9302366572372188
34,Training,1,0,-1.4350254432934761,1.8643004818698434,-0.8443736089017047,-2.1917483220459317,0.36037618651639336,-1.2263451652514197,-0.7316262903676425,-1.1025967858779762,-3.3048245153053193,-1.3764823790038003
35,Training,3,0,0.4956224989669357,0.32304084471390826,0.2635566292460448,0.7784254909930086,-1.2540693658380682,0.5804457146210149,-1.5777774550656953,0.6885238713529689,1.0301271458897194,0.6917831802281287
36,Training,4,0,0.9641119351788867,-0.4974870983466014,-1.4633867958379079,0.5178849634278553,0.033940939541207846,1.6755237210049871,0.8243813574907121,1.6709036566677262,0.8999729658170368,-0.726987539518236
37,Training,0,0,0.7072292405044173,-2.9783215187694436,-0.8439286182376031,2.139919676051935,1.0410571153071326,-1.0936092668686148,0.7605694207158556,-0.3641640873333913,-1.5295376746697174,-0.31389058476969867
38,Training,5,0,1.6132255239986377,0.347029949201847,-1.9644214239911224,-0.16500414112706574,1.4161029335396709,0.35295022062028647,0.6237882974239202,-0.299194902420941,1.5058776913241256,-0.22308989972505353
39,Training,0,0,-1.078023622779588,-2.457478702611604,-0.5953530163634688,-0.49761555937896557,-0.7547280134662568,0.4480593300253911,0.5356501937652529,-1.1046540016403903,-0.7966520264905315,-0.30547810895335503
40,Training,8,1,-0.4238829328006461,0.16280551020253886,0.6012159892610048,0.08640349662863289,-0.16989079652294886,0.4034889501420657,-1.224848730046526,-1.0755453320857535,-0.13463758058491604,0.26323818363607976
41,Training,8,1,-0.35055251655044783,-0.3451739736597825,0.5531705711368806,-0.6042757516917516,1.7486309376719347,-0.0724410910009076,-1.5996981456023367,-1.3296143409711003,1.0046340146817008,-1.376178951786365
42,Training,2,0,-0.008059205725625417,-0.6446810666484963,1.1702177996434882,-0.784202825726803,-1.3310844252640395,-0.6169500968231836,-0.28608298285977385,0.7567907266704385,-1.2778999224326657,0.6957591557817788
43,Training,1,0,-1.4190265912765638,-0.07240484464481928,-0.8416445985755849,-0.0705384755138846,0.11842499444771534,-1.2212183566492212,0.04926457101210697,0.6046431734618917,0.0022972295166371936,-0.6020049457976708
44,Training,3,1,-0.7220407634321757,-0.6194426237101811,0.8494983338631279,0.2704686254322057,0.012409672162959184,-1.2969351014555763,0.8560149678423126,0.3114840733865232,0.23712888337912225,0.6512078808641537
45,Training,2,0,0.24780091772160162,-0.005243153255335424,-0.0314754990822697,-0.38095046645710573,-1.5086678978479389,-0.0500853682626089,0.0047667977898380644,-0.12846924272783847,1.2942380416941281,0.20934152860960786
46,Training,8,0,0.26432040675479107,0.010482008822086664,-0.5936453743223148,-1.6295209678593656,0.0651743158671069,0.11863344049722073,-0.786075379884481,-0.5288185191456071,-1.3950397935860313,0.7300264285679029
47,Training,6,0,-0.38713143041955683,0.786942646453322,-0.8196956057620968,2.215819283871979,-1.2217576910969092,0.704942044680819,1.2706429719245607,0.717799670417289,-1.0272149752299677,-1.6862068626975613
48,Training,4,1,0.6950941529222752,1.7969385095943133,0.15649943006355319,0.04126776496538297,0.301601558406946,-1.2399386717321093,-1.1950802916331809,0.777428661404667,0.9183221185268333,-1.513386502343187
49,Training,2,0,-0.4280313905066296,-0.3054174699483936,-0.09479379139108855,-0.35371013972300547,-0.9962145117992535,-0.2630724448475443,-0.5430011025272062,0.06623641829267075,0.3776766470337411,-1.9055272575897197
50,Training,0,0,1.5899651937663524,-0.11394754241600899,-0.848305585157214,0.6282367399694407,-1.4461463691075007,-0.7372282418753544,-0.11412924079579828,0.9040255407700513,0.6558201719940898,-0.9947290667911889
51,Training,1,1,-1.537097899298335,-0.19439059287819685,-0.29049002785234374,-1.2157071139694187,-0.17754233721217857,-0.7234132516282155,0.03140981419648782,-1.034972748597989,-1.9675207084255708,0.8735592409841353
52,Training,7,0,1.041645154002164,0.9095568487661253,-0.6211853821541997,-1.5342680813654501,0.5982544743260079,-0.6158568625603232,-0.3589032479802609,0.9271166141627799,-0.40633894961286854,-1.3628117043283314
53,Training,3,0,-1.1434094735873577,1.3643834279371578,2.126752239764316,1.7612902130666612,-0.9457180690535584,-1.0639347593377513,-1.139577971992532,1.6556458875509221,0.061032819647140676,1.299084005343056
54,Training,9,1,-0.5831133427313931,-0.787212755968979,0.5566710493960848,-1.3054669417985543,-1.2606289512734905,-0.444934797623358,1.6719862754669348,0.3182249125060463,0.07867746641500493,-0.24817722030426606
55,Training,5,0,1.502596095491582,-0.9114884962229036,1.3393220376100936,-0.34509413508240533,1.406033609162025,0.5745920751207426,-0.88346449069089,-0.634363693792103,1.1443471497583935,0.1680404868252375
56,Training,4,0,1.2356557709315743,2.2037430851810917,0.7558767392623369,0.4193571534700759,-0.7788057193847998,-1.6872388670794647,-0.5637898148549987,-0.010620198760598575,1.3729417697354962,0.4173310799714114
57,Training,1,1,-1.718331009525109,1.0718317759848102,-0.4777728954542893,-0.5178277066200901,-0.943502249575022,-0.925951240172853,-1.1617920299160553,-0.7060831234109024,0.36773779333456796,-0.10825223464135968
58,Training,9,0,-0.21585521520818476,0.5610809362111,0.8140286882467788,0.2886251078952084,-0.5072132754334554,1.8016120317779776,0.5529560396449404,-0.5387975462902665,-0.717655407253285,0.5047115950394078
59,Training,3,0,1.1929618336293228,0.5411620960879618,0.23133115497826154,1.008618473870266,-0.3486457923929371,0.17768404947342362,1.178176120750103,0.9968535319786481,-1.195917071030806,1.0278112926050829
60,Training,8,0,0.32503631548851375,0.9992654742249891,0.4854524447786009,0.9731772129765486,1.0284618175706142,0.5413185184469,-0.21718479296747517,-0.11308035233947475,-1.6835425121020937,1.1511299722513502
61,Training,2,0,1.4895564143729956,-0.3136639311394055,1.1358832858195533,0.9966898643958575,-1.3561908539370926,-0.31681809414390755,0.21953883263513066,-0.8935271236713853,0.23380966147973786,-1.4296680562890414
62,Training,9,0,-0.5977002106156942,0.18881678954633416,0.8485510769307449,-0.4326802431063828,0.3726290720026571,-1.2139287432275079,0.22063788724008454,-1.8990012751078433,-0.6935287817251878,-0.11982082849191161
63,Training,1,0,-1.7702734409232372,-0.527378924707103,-0.7526996323948256,-0.6481001332185661,0.06394866263433352,-1.1919324289454951,1.7159853516612893,0.2713942567243678,0.5771100066580869,0.064496456915322
64,Training,2,0,-0.41289652047887887,-0.1534520388731858,1.603656493897845,-1.105137255699646,-1.3716036759049908,-0.17106765367408394,0.48882012197510866,0.6333962594707284,-0.5155089801912212,-0.47887333147556016
65,Training,9,1,-0.6982621560204026,0.8727983502150002,-1.5403314480547772,-1.478875944171468,0.5091578419820405,-2.298786494696754,0.8498992597428006,-0.6549170333008401,0.03599153473329051,2.0072546230366446
66,Training,9,0,-0.14087777099738516,1.1579785023122056,1.3786013674437856,0.12782866120493896,-0.03340054795292449,0.7704993775000154,0.434333229198688,-0.5716842263075566,-0.4493926527565645,-1.1466039687029046
67,Training,2,0,1.0900143683919075,0.041631455915089106,1.4771090330320633,1.027129582828143,-1.264481109790606,0.02260710027119013,1.5191659705689318,-1.1929502569377073,-1.2501227489351305,-0.27666377380927276
68,Training,4,0,0.9267054555432288,2.197525189320489,-0.7481210232312796,0.09171244504949241,-0.4263207957721396,-0.15034842187253655,1.1807142637736041,0.7861511062652854,1.2138361866816145,-0.18238116476019106
