,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,-1.4790889,-0.52720207,0.8009673,-0.059784856,-0.38826153,1.1291728,2.2637885,-0.065944314,0.31973308,-0.9867188,1.4683667,-0.8253029,1.3876431,-1.1774273,-1.3811595,-1.5627681,-0.2735812,-0.7026686,0.49211472,1.337931,1.1029054,1.214992,-0.9947156,1.1632307,-1.479985,-0.96013975,1.7154444,1.1902729,-1.6322768,1.2136495,1.7468994,-1.2558821,0.82188576,-0.43680322,1.1542354,-1.5205511,-1.5086524,-0.15383524,-1.5056518,-1.1119868,-1.145123,0.89471906,-1.6271303,-0.050012648,-1.2445076,-0.073499106,-1.3738095,-1.7072233,-0.75531095,-1.1335716,-1.084573,1.1516004,-0.8128379,-0.47126672,-0.21207394,-1.298075,-0.037759915,-1.3162527,0.38069695,0.56607926,-0.5930886,1.2340059,-1.471664,-1.6021786,-1.0369263,0.53613484,1.9439685,0.70283705,-1.2657176,1.1979207,-0.77898085,-0.9515278,-1.715918,-0.93228465,-1.0458926,-0.49227253,-1.3221656,0.16629001,-0.04460489,-1.4501457,0.3834085,-1.3507642,0.4919343,0.0703171,1.4860103,0.7877763,1.9996135,0.8793729,1.0348032,-0.6853559,1.1570675,-1.490088,-1.550237,0.57602924,-1.6540699,-1.0603106,-1.3643417,0.21085346,-0.92624635,-1.7528427,-0.97268575,-0.6780289,-0.39587182,-1.2864842,-1.2607617,0.67499894,3.1995447,0.19392423,-0.7337148,0.27277038,3.5440035,-0.73496187,0.9744183,-1.0252934,0.5695669,0.35221618,1.3097988,-0.9358153,-1.0859938,0.57328355,-0.2570803,-0.60098374,-1.6085656,0.9004737,-1.5872539,-1.4102042,-0.48650268,-0.7756354
1,-1.5607991,0.84267145,1.5850999,0.88543546,0.8127251,-0.44102544,-1.5744606,-1.278523,2.1772268,-0.24109668,0.92548436,-0.71882397,0.16399032,1.6026678,-1.1050758,1.5268298,-1.1897758,-1.0009258,-1.0449139,0.47827694,4.187663,0.20358412,-0.42545763,-1.0566113,0.1442275,2.522583,1.0631075,0.38644454,-1.6793411,-0.5030014,0.65575546,3.5198193,1.6265807,1.2719277,2.0595126,2.2855778,0.96374923,2.877382,-0.18105908,0.867284,0.4327875,1.1864108,4.159286,-1.3364885,-1.6737849,-1.4354432,4.3156633,-1.6725305,1.2236345,5.332038,4.6309314,0.9387322,2.1011682,-1.2578969,-0.916721,2.2124553,-0.16330379,0.5621449,-0.4033024,2.6484215,-1.6631624,0.29415542,-1.1615431,-0.6498297,0.66067255,4.394141,1.6810459,3.3805566,-1.3271701,1.100538,2.6727471,3.6911497,1.4734017,0.48081702,5.8807664,0.08842249,2.479249,0.08943623,0.4400226,-1.674624,0.726937,-0.6920617,2.699838,-1.3872513,1.4377916,2.1331666,1.7732741,2.6862147,1.7567239,-0.010537115,2.5328715,-1.6174212,4.14053,0.9973806,0.2673526,-0.46984866,2.7649875,0.2537423,0.72295153,5.515063,4.5798845,-0.8305431,1.0772694,0.29981235,1.5025618,0.30237147,0.18371083,4.024923,-1.1059353,1.4020133,-0.6528562,0.50072265,-0.33638474,1.1418223,0.8028931,-0.3749305,2.9335194,-1.3288931,0.06965157,4.086023,0.3091485,0.54654604,2.8823736,0.008062099,3.6132457,0.64683765,-0.18436024,1.642811
2,-1.1452814,-0.24059728,-0.18616477,-1.0328751,-0.062453173,-0.2425672,0.44078976,0.6165,0.03311196,0.68598014,0.12997271,-0.87756026,0.8736915,-0.91179436,0.033664975,-1.4918724,-0.61910444,-0.09626508,0.18798697,-0.28492084,1.9995607,0.96275496,-0.42868233,-1.3367221,-1.6908437,0.45344886,0.63666815,0.107262686,1.7578495,0.7618392,1.6982869,-0.23405752,0.09426951,-0.9347056,-1.0224837,-0.19548221,-0.36936826,-0.14775893,-1.1337041,0.62049085,-0.664593,-0.50883836,-0.6319071,0.3533842,2.3575625,0.10722009,1.9154873,0.12222738,0.17641038,1.6951406,1.9519334,-1.6401217,0.14100192,0.21785337,0.4602656,0.99761504,-0.13225669,0.021693159,-0.7625639,-0.4111912,-1.0461366,0.89648306,0.3401436,-1.4447074,-0.20124283,2.0699112,1.9234816,0.09649789,-0.9656293,-0.9099798,-0.58618164,0.54142797,0.87042326,-0.026948279,2.7202804,0.4112853,-0.5331208,-0.28149116,1.5870514,0.357564,-1.417608,-0.8552071,0.9592095,-0.2823206,-1.3079259,0.6215383,-0.09130361,-0.46108538,-0.60739976,-0.36617628,-0.9500149,-0.9942591,-0.4959585,-0.08260078,-1.1271734,-0.15577991,1.8920585,0.63694113,-0.050338697,1.6584889,1.5653088,-0.8927251,-1.4969274,-1.6013255,-0.14504337,0.04846062,0.24024743,0.5671328,0.3830515,1.4068551,1.336537,0.16823143,0.1519426,-1.494539,0.889722,-0.40042922,2.2702985,-1.5096666,-0.3252994,1.5078781,-0.66108334,-1.014884,-1.6932336,0.7617312,-0.7993995,0.67675114,0.115344256,-1.5902168
3,-1.6954937,-1.5788953,1.3931342,-0.86290073,-1.5429065,-1.0941248,-0.65732497,1.1641704,3.2306366,0.09353427,1.5257337,-1.3354297,-1.3643558,-0.96842164,1.1038327,-1.7452657,-0.8739072,-1.5236666,-1.5062989,0.28146848,1.9093968,0.0005841165,-1.2067133,-1.3413382,-1.512563,0.99459845,1.5658005,0.03424491,3.7797873,-1.5349208,1.1477536,2.9007194,0.54753065,-1.5476032,-1.4158117,2.8578186,1.7804855,1.1859918,-1.7458348,2.848954,-0.73158026,-0.3721852,-0.0010832058,-1.7376552,-1.743868,-1.4358783,2.6265142,-1.7110815,-1.261727,4.512422,3.9597836,2.3337116,-1.6892761,-1.0526979,-0.0921433,2.5731258,-1.5209178,1.8979571,-0.66837907,-1.3381101,-1.7199415,0.58965355,1.8522654,3.0037084,3.8607192,1.4460329,1.4688296,1.3882556,0.4978855,-1.5408304,-1.7423773,5.8920236,4.836395,0.39631864,5.523439,-1.5791677,0.35099468,-1.7419417,-1.5097791,-1.7475893,0.8109595,-0.8827331,-1.5452988,1.0846972,2.0773299,-0.56921923,-1.2913046,0.31133592,-1.251879,-0.7278831,2.1007962,-1.756378,3.7372265,-1.6937273,0.118542805,1.1208141,1.1191213,1.2364423,-0.13611881,7.3573375,3.8666692,-0.59952635,0.80361044,1.1668564,-1.5868478,-1.3023639,-0.86788404,1.1604179,-1.2736036,0.4836505,-1.6140534,1.3136888,-1.1909263,-1.7552589,0.45158753,-1.4225463,-1.7555223,1.1733,0.9057337,-1.6070246,0.12617525,-1.4693403,-1.7098124,-0.67230964,2.989251,-1.6515442,-0.24626175,1.1928674
4,-1.6870176,0.8310226,3.1353319,1.274994,2.1011412,0.4018076,-1.723773,-1.6212366,2.9864306,-0.9571442,1.8816655,-1.4778684,1.290614,2.420853,-1.4570566,1.8800071,-1.3935748,-1.2578645,-1.2187157,0.8732682,10.075409,0.320638,-1.0017062,-1.583968,-1.0325968,4.689014,2.8586874,-0.02730837,-1.7528728,0.073051564,2.9652703,7.6850715,2.9869568,2.0184944,3.7963367,5.7782226,2.5701058,5.5257864,0.87498146,1.8273767,0.46450576,2.6504493,7.617873,-1.7035977,-1.7548985,-1.6347691,8.5636425,-1.7539033,2.7001584,9.985431,8.871346,2.5432513,4.1235394,-1.4539992,-1.2429715,5.452111,0.086265616,0.090133116,-1.032344,5.3531246,-1.741301,0.005836588,-1.4404067,-1.413572,0.58269185,10.440473,2.816664,7.2255363,-1.63751,2.0247726,5.1473055,7.381844,2.2343252,0.25289166,11.540557,1.0616328,4.3300047,-0.25245336,1.4463215,-1.7534842,1.7717787,-0.9323143,4.615103,-1.6305413,2.7998166,4.023451,3.4506824,6.5732536,3.2845802,-0.81643564,4.2511606,-1.643837,8.687833,2.0301154,-0.07120366,-0.6464512,4.8281875,0.58266467,1.7961826,10.408727,8.87806,-1.1090075,2.0407646,1.2008528,2.5570862,0.55275106,0.0702364,8.6581,-1.3475449,3.0356705,-1.1378802,0.5969668,-0.61300915,2.8718133,2.2071507,-0.93638813,6.3356953,-1.7172375,-0.32134262,8.24647,0.5426143,0.8730215,4.7509904,0.16327958,7.463498,0.5531909,-1.1453404,2.6900356
5,-0.08150983,0.07189773,-0.12778121,0.3168401,-0.4816245,-0.37471986,0.11564333,-0.8862936,-0.62669146,-1.5359185,0.18603773,0.12837936,-0.75996953,0.36449507,-0.011131401,0.020323565,0.12106376,-0.39253923,-0.07645828,-0.33525965,-1.2925358,-0.6090644,0.14560236,0.50939983,0.6363457,-0.75551677,0.18294212,0.447711,0.9719401,-0.87160206,-1.5744067,-0.29549354,-0.18020524,-0.2274464,-0.103498526,0.01728039,0.22738712,-0.25441334,0.53602517,0.6470993,-0.09679473,0.09541706,0.6330069,0.19305554,0.2817128,0.12013287,-1.61401,2.0681534,-0.57811946,0.79661286,-0.057035886,1.2422329,0.11900942,-0.57846695,-0.28022602,-1.0078056,-0.10216573,0.07343058,-0.05218262,-0.34647283,-0.17612422,-0.9305333,1.0767565,0.25246784,0.12197961,-1.4142835,-1.4500158,0.22647265,-0.053255767,-0.54268545,0.07671744,0.24040273,0.3291737,-0.3757569,-1.4866562,-0.062451914,0.6305163,0.24911398,-1.2452883,-0.35544005,0.24364386,0.0963156,-1.2147577,0.09615197,0.5207784,-0.19956607,-0.16382352,-0.91389704,-0.21375154,0.07217187,0.6973554,0.14652228,-1.4681673,-0.285092,-0.41024005,0.16735525,-1.5528331,-0.020990228,-1.2098063,0.2987889,0.09566456,-0.23753451,0.7890997,1.0808944,-0.72751147,-0.1976926,-1.5133282,0.45952758,-0.12662123,-1.4714432,-1.6775877,0.07644054,0.14654513,1.0417987,0.8543933,-0.05388682,-0.11666772,0.48045915,0.022971649,0.42315978,-0.5632709,0.22602119,1.210198,-0.025871776,0.2506071,0.48193577,0.03133625,0.9269625
6,-0.6514732,-0.107818365,-1.0918024,-0.81726956,0.2271934,0.14783973,0.14364354,-0.1769349,-0.10476094,0.95744663,-1.0413339,-0.44246674,0.61582774,-0.49948952,-0.7278335,-1.6137776,-0.053609785,-0.2840845,-0.030433664,-0.65709454,1.397076,1.1756749,0.008574767,-1.2432579,-1.7103952,0.6519167,0.104716465,0.046791777,1.3216915,0.7922343,0.9949212,0.00016221589,0.42380396,-0.93399656,-1.5163165,0.25786844,-1.269495,0.526865,0.08884905,0.30439213,0.037404932,0.3353461,-0.5216637,-0.24915913,1.7825841,0.120081864,-0.56633,1.0783623,0.1158711,0.76022863,1.5657854,-1.5496196,-0.9292276,0.028542127,-0.63313437,1.0511339,-0.16684617,0.29082608,-0.98185307,-0.03457293,-0.6873889,0.48492384,2.325107,-1.5316709,-0.95315516,2.1123123,0.6764002,-0.7155538,-1.1215624,-0.7875579,0.5245431,-0.92974144,-0.9425025,-0.49400553,1.3800979,0.57046354,-0.15866461,0.14239837,2.0330343,1.5006511,-1.1348983,-0.9682782,-0.7736854,-0.6334166,-1.2791249,0.2790071,-0.09127292,-0.5356598,-0.46100253,-0.12689649,-1.341206,0.9539788,-0.80380523,0.4279123,-1.6061182,0.5047877,1.5076712,-0.13686821,-0.10319028,1.143477,1.1037995,-1.2268889,-1.5383028,-1.6152762,0.05803445,0.11051228,0.02506667,0.5090545,0.7924144,0.37890297,1.2434167,0.084644966,0.14905472,-0.004741618,1.372855,0.5201993,1.1270026,-1.2989286,-0.48906228,1.6290523,-0.51968604,-0.3403828,-1.72557,0.15537225,-0.14782493,1.383817,0.7886192,-1.6183572
7,-1.6919879,0.9177493,2.683744,1.1474829,1.8473938,0.32384682,-1.7060697,-1.6077361,2.797324,-0.79683995,1.6460795,-1.3827342,1.049795,2.2260225,-1.42578,2.1515768,-1.3589762,-1.2317071,-1.2053499,0.7556096,8.862357,0.38245493,-0.90232116,-1.5514032,-0.18969718,4.382234,2.5809503,-0.07691054,-1.749854,0.06905654,2.4165308,6.834723,2.6925106,1.9773482,3.4837427,4.926334,2.3700075,4.996061,0.5332448,1.6547419,0.6190803,2.4384906,6.884698,-1.6907201,-1.752855,-1.6054623,7.776497,-1.7513767,2.386716,9.145811,8.184333,2.4542954,3.9187028,-1.438126,-1.1639142,4.763357,0.21097954,0.20207462,-0.99257094,4.7383432,-1.7360951,-0.094817795,-1.4269685,-1.4311012,0.5572755,9.2398205,2.5971649,6.306334,-1.6042938,1.849456,4.720191,6.744451,2.0075119,0.4518219,10.380522,0.9243027,3.988921,-0.03883034,1.3807361,-1.7494361,1.6555923,-0.7811444,4.320422,-1.6224366,2.6654375,3.4611785,3.1207726,5.6253505,3.137977,-0.80291414,3.9394937,-1.6451749,7.6721463,1.8761452,0.024944387,-0.63278085,4.6038713,0.5192151,1.6486789,9.576363,8.023409,-1.1873192,2.1492896,1.0377148,2.4098656,0.5946233,0.14258505,7.7192125,-1.3001475,2.7971637,-1.1254135,0.5877167,-0.55438834,2.6308904,2.0786943,-0.80229074,5.882579,-1.6809884,-0.41756046,7.4129915,0.6507456,0.78418654,4.6668,0.258065,6.547199,0.7161852,-0.9284778,2.6609528
8,-1.526107,-0.3598465,-1.1362337,0.7651814,-0.9554399,-1.4053985,0.7285619,0.7139803,-0.19657703,0.040920176,-0.26253623,0.5958107,-1.4373984,-0.93687433,0.009661372,-1.4306796,-0.4739085,-0.84678006,-0.16363938,0.19536357,-0.6562807,-1.1892748,-0.55124086,-0.123241425,-0.09931139,-0.8651917,1.2727462,-0.3721478,1.1298339,1.0586255,-1.4404097,-0.97306323,-1.2189438,0.31515014,-1.5759763,0.037762377,-0.7808634,-1.0397484,-1.3602023,2.4814928,0.29984164,0.07480121,-1.5458734,-1.5308803,-1.4587278,0.17023985,-1.0336401,-1.5505439,-0.9198816,-0.8219535,0.25591528,1.7922285,-1.5446197,1.0402147,0.3750865,-0.09491311,-0.49447453,-0.3497548,-0.69253606,-0.8902622,-1.6346743,-0.9644692,1.7331783,-0.7375949,1.504649,-1.4682039,-0.11774412,-1.1719037,0.3436423,-0.9304485,-1.6329055,1.7388147,-0.72781575,-0.9308919,0.763516,0.08904586,0.055692382,-1.2260772,-1.4156704,-1.5981531,-0.21268436,0.25018373,-1.5786071,1.0169792,-1.1522337,-1.3068547,-0.1760906,-0.99515104,-1.0677246,-1.1610609,-0.7829036,-1.5221146,0.15212308,-1.1563045,-1.2535126,0.7308001,-0.87050104,-0.5870084,-0.89495844,0.8480064,-0.6984162,0.20833437,0.8864887,-0.51558554,-1.363332,-0.36657888,0.4904806,0.16538148,0.29566324,-0.86344373,-1.0877619,0.16050106,-0.51938486,-1.5270045,-0.17036663,0.5173711,-1.6776296,1.7363682,-0.40083548,-1.623272,1.4085419,0.23013039,-1.4864568,0.18704015,-0.8230484,-1.4604099,-0.31597486,-0.74165815
9,-1.161398,-1.2952678,0.5605746,0.6859829,-0.7049907,1.1314192,-0.03252341,0.44343403,0.85610604,-0.60182804,0.894065,-1.1633387,0.9099247,-1.3790717,-1.0439821,1.1908075,-0.7425013,1.1408379,-0.46883208,-0.34457287,1.7171534,0.18875971,-0.55383545,0.08885768,3.1862004,-1.1233476,3.7900205,1.1539501,-0.7641112,0.19190143,0.76650596,0.2096442,0.9368309,-1.3015829,1.9593704,-0.44295767,-1.3404188,1.2127329,-1.1680698,1.2891307,-1.261059,-0.5999688,-0.6040102,-1.0248231,1.5880435,-1.2952154,1.7704926,-0.5561372,0.20279488,2.6073356,1.5396117,-1.6510628,2.4512432,-1.2646883,0.6700865,-1.1230938,-0.3478752,-0.9715081,0.79909027,-0.9941054,-0.8185002,0.9191668,-1.6554503,0.18741336,-0.9155605,0.80149376,0.031653576,3.2382462,0.2826123,2.552166,-1.3319806,1.0386647,0.92962515,0.48530644,0.81731075,-1.2573571,0.042811822,2.126762,0.04579765,-0.9900699,-1.6715759,-1.2689832,1.223754,-0.44965726,-0.07105179,1.1791338,1.3949138,0.79108125,1.0533262,0.6130193,2.3100128,-0.98665076,-1.6937122,0.16854128,-0.24256647,-0.50481236,-1.4771664,0.43797252,0.90496415,-0.9735202,-0.30022734,0.34136868,1.1940576,-1.5955299,-0.63218313,-0.9067456,3.3843157,-1.180697,-1.4771168,-0.8956518,0.9903459,-1.4361453,0.3225845,-1.3587713,0.19433334,0.79873073,0.29805616,-0.78576636,0.94668925,2.3129363,-1.0798228,0.642162,2.4007733,1.1919264,-1.1449689,-1.320827,-0.2900723,1.2598509
