,Type,cluster_labels,Class,feat_000,feat_001,feat_002,feat_003,feat_004,feat_005,feat_006,feat_007,feat_008,feat_009
0,Training,9,1,-1.5729291345588428,-0.7875502346925012,-0.7760944532571996,-1.3178689095002085,-1.6067130552043258,-0.9816058023603739,-1.2802255892873984,-1.4130027938589946,-1.2390579235218502,-1.6107407199901944
1,Training,19,1,0.9363554171134958,-0.0953708765948408,-0.09068054419892445,1.1977819108151735,1.062599336611356,0.12175540358083323,1.2014502502199202,1.1647561933333692,0.3575611922107647,0.9219208924969765
2,Training,23,0,1.519405540400765,1.0752837260583363,1.0859376281468505,0.956381269874594,1.415182294603763,1.2916125029122005,0.9411122646200215,1.2723749230467942,1.359986827363952,1.504083932790257
3,Training,17,1,1.4681593688368477,-0.1119830820353718,-0.10472138376572347,1.8014047093219518,1.6266050853832852,0.29018213861893655,1.8209537226576078,1.8120751058908238,0.5495392114114326,1.401419372857493
4,Training,13,1,-1.1267761676676653,-0.2501594325968914,-0.2548236548990976,-1.1732224185209572,-1.2111351380354307,-0.4653821731733546,-1.1537365638864379,-1.1937366167052124,-0.6521447805054008,-1.119240638455717
5,Training,2,1,-0.2986415866953001,-1.8124638005769653,-1.8216838059838156,1.1025040516057398,0.09377735681927428,-1.617645033293391,1.1118723022581807,0.6206979506980939,-1.4241197198344226,-0.3625309121659129
6,Training,17,1,1.3661987495332681,-0.2195245870761333,-0.21193203087111928,1.7705922285953457,1.5436669047888218,0.1664990485049886,1.7893252131024127,1.743113031307406,0.43709307830604477,1.3030439810543994
7,Training,13,0,-1.1863518996870326,-0.7304278089472164,-0.72778152895077,-0.8565558106091888,-1.1627860012947608,-0.8879867975495692,-0.831935311612538,-0.9893865080137618,-1.015158812496036,-1.1966416122218417
8,Training,26,0,1.197361631938263,0.9062090279692537,0.9185661860237911,0.718643581897921,1.1166769122033595,1.046368315225587,0.7015439876951373,0.9563595486259098,1.1374939136924966,1.1986268688527977
9,Training,32,1,0.019546468346104552,-1.4537868304665638,-1.460300622405384,1.1993661172153267,0.36737338583391216,-1.2505317273837524,1.2091833204048599,0.8004486159505461,-1.0131968266884648,-0.025264575983062497
10,Training,1,0,-1.0849180793815412,-1.1831563778144516,-1.1825184708864998,-0.357328502835779,-0.9336296205694344,-1.258283735533398,-0.33589655810469593,-0.6243671217551551,-1.294016295095015,-1.1044859510165164
11,Training,36,0,0.20536217065007845,0.48201245803672094,0.4853681818574469,-0.1096606947343768,0.13998817026094518,0.4146495867480011,-0.12346344683041834,-0.026577202078802344,0.4612991441729044,0.24113033608989182
12,Training,13,1,-1.1696315395101098,-0.48756349806971283,-0.4877340314289213,-1.0339398123478507,-1.2032011276008558,-0.6768197167918855,-1.0110140055207284,-1.106832858945679,-0.8369221561803544,-1.1717424700791175
13,Training,44,0,-0.7420603933136272,0.7680346744838765,0.7359358074752593,-1.510696440605383,-0.9988960943490427,0.48731047803159394,-1.5214155594354204,-1.359901886165308,0.22107294202404948,-0.6817914311384146
14,Training,24,0,0.7488718470263402,0.817887223269216,0.8287701503931549,0.2676347517563499,0.6590269993193602,0.842503173182708,0.24704582459103036,0.4474707613274066,0.9108405821046169,0.7721491883894754
15,Training,19,0,0.6801334076786746,-0.17110441706358223,-0.1682503290075542,0.9650953496609507,0.8051405423913317,-0.019088362496822314,0.9661811835745704,0.8991365069220483,0.20240466743558458,0.6801902136806813
16,Training,15,1,-1.1596716660746207,-0.06132887480158517,-0.07135614453294778,-1.3708347094170206,-1.2959592546136345,-0.30499161897845684,-1.3529201319615083,-1.3455581894336752,-0.5393652456205402,-1.1462138204074193
17,Training,38,1,0.45403731356213517,-0.9846562175313275,-0.985731054120545,1.3371825070633394,0.739265006382079,-0.7514263172732497,1.3476727962587325,1.058983846161133,-0.47770456062789485,0.42026719004253316
18,Training,28,1,1.605661743092415,1.1886254004599568,1.1988759629513897,0.9679711510677829,1.4791967903242127,1.4162483313631893,0.9511875947136206,1.3230740418401652,1.461806461402217,1.58780486915286
19,Training,40,0,-0.02737287334985524,1.4471273870459809,1.4240197510100572,-1.1616453618918914,-0.32474651551132055,1.224225433948148,-1.2040046580432449,-0.9117365071117719,1.004493129698137,0.05220135397373292
20,Training,35,0,0.5550060716766162,-1.0001506223859422,-0.9991644216975328,1.4629012415710145,0.8510965913695618,-0.7329745108332897,1.4753740214353122,1.1849812721031308,-0.4467842318602134,0.5111197487041123
21,Training,16,1,1.0755069281332232,-0.6460158299161457,-0.6377590633191745,1.7726068185290762,1.3301418855849212,-0.2782119280478511,1.7920330723852684,1.6131483836063294,0.023752764723872603,1.0099460690906683
22,Training,40,1,-0.09617686930598078,0.8526357009223764,0.8453591634748955,-0.7729539567317901,-0.27876483979385186,0.6773883741335204,-0.7947305113525323,-0.6161923109671854,0.5810975730731684,-0.04440539862335352
23,Training,33,1,0.08935259796064382,-0.9983881301377826,-1.0043998285309081,0.9287956854402711,0.34618755907849275,-0.8650693807773782,0.9359348364248926,0.6414851475604318,-0.6423073220274602,0.07843450007500419
24,Training,14,1,-0.8715129836208854,-0.3404607118298653,-0.34372279731044203,-0.7714957247995743,-0.8905220428941423,-0.5074391651782865,-0.7577420736558774,-0.8388649016227132,-0.5932987136857784,-0.8569969725684174
25,Training,19,0,0.6847983358057534,-0.43765394563947424,-0.4359944594259787,1.177628083067512,0.8691296811268788,-0.23787137942645728,1.1835111209350426,1.044055009333496,0.014969181389177057,0.6715022045486989
26,Training,15,0,-1.1932254802072095,0.05331944348476856,0.03862311185434625,-1.5084411996994496,-1.3633389641851537,-0.20895638337338604,-1.491436323619024,-1.4558049841059986,-0.47868733307101446,-1.1755858626635274
27,Training,38,0,0.1869755414579899,-0.432490157894418,-0.43455873470714856,0.598282447486359,0.3272837201419498,-0.3722869340941415,0.6000946293563425,0.45579232746502607,-0.1880401415986615,0.2009099034699474
28,Training,1,0,-1.034740427093017,-1.2104370170937773,-1.2111363887267181,-0.271291434585896,-0.8690320831504204,-1.273655763992194,-0.25126115381851943,-0.551422289811052,-1.2914562719583595,-1.0530789652869172
29,Training,13,1,-1.164985228379513,-0.3260951479705022,-0.3291331852747776,-1.1604380385940272,-1.2375330488834728,-0.5363762437122801,-1.1390346737444248,-1.1946605962911085,-0.7228666190328513,-1.1616814067496397
30,Training,33,0,-0.13574811170226872,-1.1877844509930944,-1.1960898131004645,0.8125756276460705,0.14023868989896843,-1.0764639326363037,0.8205159727139847,0.47991438245833073,-0.8798029525191537,-0.1498285531476014
31,Training,18,0,1.1921940107308184,0.4422950347538985,0.4504248541438944,1.0717106293052396,1.213978895500202,0.6508100670672239,1.0676491212691746,1.1949709431980278,0.8248204480742921,1.1803384458990611
32,Training,11,1,-1.667190681925522,-0.47618509383052415,-0.4720625882946444,-1.6997018890460736,-1.7990371054725824,-0.7228775899072553,-1.6601767895276716,-1.7047717711458605,-1.07286881601937,-1.697978678982405
33,Training,45,1,-0.9079202722118297,0.781885558445047,0.7398406569205506,-1.7332181415816776,-1.195272488792763,0.4740432140376402,-1.7410008474929664,-1.574375199924113,0.14726299876526638,-0.8434066563677368
34,Training,1,1,-0.8661494759767883,-1.3975646346224324,-1.4030839489888849,0.09141107870983854,-0.6315103960376135,-1.4019257675431458,0.10682974986929951,-0.2565780089901762,-1.3551300039236762,-0.88747179061036
35,Training,9,0,-1.4313667218024666,-1.240251804335201,-1.229217710315134,-0.7601653642143281,-1.3245503715123736,-1.3517911640166993,-0.7285146216087811,-0.9983270799357984,-1.4926484057851412,-1.474387768761005
36,Training,20,1,0.7002216880486823,0.09941056179434551,0.10440103886018538,0.7764552181377764,0.7663539496626558,0.21330367149009857,0.7725328793397714,0.7801325630686153,0.4000883253116335,0.7088772141446547
37,Training,26,0,1.075950735814263,0.9844698938771531,0.997860519054474,0.5179767005065098,0.9716354013539692,1.0780239771116316,0.49646858763595714,0.7619003703532505,1.1455202241077662,1.0862498073964062
38,Training,5,1,-0.2689089071885287,-1.2198268618670716,-1.2287666590024826,0.6797045480071028,-2.6164610955177687e-05,-1.1343650380434267,0.6881040227129068,0.34237201025359937,-0.9612979280518722,-0.28088029484561855
39,Training,29,0,1.7543336612056937,1.5427848138366027,1.553346469004579,0.8688888866570216,1.5543424418161462,1.7681415916124166,0.8436109259041236,1.3297221295275612,1.7348721412013282,1.7380737390116372
40,Training,5,1,-0.27520444132144195,-0.9694068262112064,-0.9768055268631949,0.47467514738736355,-0.06308967708634527,-0.9298149065366637,0.48231668785031107,0.20262408577001234,-0.7780197190463868,-0.27260095874456874
41,Training,39,1,-0.3746305417712133,0.8434828317627802,0.8255703976890311,-1.1097032646244316,-0.5923532392795331,0.6165915392191351,-1.1284321417251204,-0.9545013560054066,0.4475689271802099,-0.31712298604992595
42,Training,39,0,-0.29799356612811895,1.3687487193900585,1.3312112689706694,-1.4338041634670708,-0.6142933950730742,1.1015939135587371,-1.4713964282730796,-1.2043309657162655,0.82869557452535,-0.20968334876521186
43,Training,12,0,-1.343654319903558,-0.5856264692168921,-0.5823149003738729,-1.180509755080912,-1.384466487326245,-0.782982491707578,-1.1515646709834135,-1.2564660968526802,-0.9884874460291574,-1.3585622510135926
44,Training,9,0,-1.4146464617107444,-1.2368797034950347,-1.2264515316306424,-0.7409446291727124,-1.3056861778668376,-1.3470058066265898,-0.7098395325788232,-0.9805598920487094,-1.4825744137178516,-1.4563029265001535
45,Training,10,1,-1.3759684346953547,0.027678057637053107,0.010721826733040677,-1.7265336511376694,-1.5744367466262645,-0.2538715908546251,-1.7035760580288852,-1.6604211245208815,-0.5880680892258561,-1.365100242424542
46,Training,42,0,0.3446047396849125,1.4169863072539326,1.41460131437439,-0.6854244922670609,0.09342304237097328,1.2752528987783516,-0.7269813650940484,-0.4168972346112206,1.146249571928106,0.40335742280540315
47,Training,33,0,0.1426864997680154,-1.1986938595490901,-1.204203599665848,1.145766992081276,0.4476486893283636,-1.0128936353892046,1.1547901220306511,0.8089198657243012,-0.7685392838694867,0.11350523349783727
48,Training,24,1,0.7948026081939803,1.169843839033304,1.1823401135803706,0.045131619215501684,0.632630496158413,1.1630525973566321,0.014473385022758653,0.30398018604800975,1.1633680933705626,0.8239182752339492
